"recipient_name","recipient_city_code","recipient_city_name","recipient_county_code","recipient_county_name","recipient_zip","recipient_state_code","recipient_country_code","recipient_type","receip_addr1","receip_addr2","receip_addr3","duns_no"
"united way of s hampton roads","57000","norfolk","710","norfolk city","23541","va","usa","12: other nonprofit","2515 walmer avenue","","","184780062"
"united way of brevard","13150","cocoa","009","brevard","32922","fl","usa","12: other nonprofit","937 dixon blvd","","","168435030"
"denver asset building coalition","20000","denver","031","denver","80205","co","usa","12: other nonprofit","2980 curtis st","","","193445587"
"maricopa county board of supervisors","55000","phoenix","013","maricopa","85009","az","usa","12: other nonprofit","3335 w durango","","","077535144"
"united way of st joseph county","71000","s bend","141","st joseph","46615","in","usa","12: other nonprofit","3517 e jefferson blvd","","","020649963"
"united way for the greater new orleans area","55000","new orleans","071","orleans","70119","la","usa","12: other nonprofit","2515 canal st","","","070663174"
"community partnership for families of san joa","75000","stockton","077","san joaquin","95207","ca","usa","12: other nonprofit","4707 kentfield rd","ste c","","067092614"
"oregon coastal flowers llc","73700","tillamook","057","tillamook","97141","or","usa","12: other nonprofit","9455 kilchis river rd","","","176355241"
"ohr-okeefe museum of art","06220","biloxi","047","harrison","39533","ms","","12: other nonprofit","po box 248","","","9408519590000"
"connecticut players foundation","52000","new haven","009","","06511","ct","","12: other nonprofit","222 sargent dr","","","0101355980000"
"national building museum","50000","washington","001","district of columbia","20001","dc","","12: other nonprofit","401 f st nw","","","0534145790000"
"alt for community & environment","58475","roxbury","025","suffolk","02119","ma","usa","12: other nonprofit","2181 washington st ste 301","","","171694354"
"corporate council on africa","50000","washington","110","district of columbia","20036","dc","usa","12: other nonprofit","1100 17th st","","","848045878"
"new world symphony","45025","miami beach","086","miami-dade","33139","fl","","12: other nonprofit","500 17th st","","","1914686850000"
"conexian americas","52006","nashville","037","davidson","37203","tn","usa","12: other nonprofit","800 18th avenue s","ste a","","150706773"
"mature services","01000","akron","153","summit","44320","oh","","12: other nonprofit","415 sportage path","","","020642625"
"our lady of the lake regional medical center","05000","baton rouge","033","e baton rouge","70808","la","","12: other nonprofit","5000 hennessy blvd","","","065480121"
"dna-peoples legal services","83720","window rock","013","apache","86515","az","usa","12: other nonprofit","po box 306","","","020682027"
"uhlich childrens advantage network","14000","chicago","031","cook","60618","il","","12: other nonprofit","3737 n mozart","","","077036747"
"volunteer services of carlton county","12160","cloquet","017","carlton","55720","mn","","12: other nonprofit","1219 - 14th st","ste d","","612531905"
"mahube community council","15832","detroit lakes","005","becker","56501","mn","","12: other nonprofit","po box 747","1125 w river rd","","037473071"
"e alabama services for elderly ease","03076","auburn","081","lee","36830","al","","12: other nonprofit","1300 commerce dr ste 119","","","145471462"
"catholic community services baton rouge","05000","baton rouge","033","e baton rouge","70808","la","","12: other nonprofit","po box 1668","1900 s acadian thruway","","069525244"
"michigan opera theatre","22000","detroit","163","wayne","48226","mi","","12: other nonprofit","1526 broadway","","","0798474060000"
"institute for scientific research","80510","winchester","017","middlesex","01890","ma","usa","12: other nonprofit","22 bonad rd","","","175365121"
"museum of contemporary art","14000","chicago","031","cook","60611","il","","12: other nonprofit","220 e chicago avenue","","","0723629160000"
"museum of arts & design","99061","new york","061","new york","10019","ny","","12: other nonprofit","2 columbus circle","","","7878782890000"
"play production company","51000","new york","061","manhattan","10036","ny","","12: other nonprofit","321 w 44th st","ste 802","","8090933590000"
"the marine mammal center","70364","fort cronkhite","041","sausalito","94965","ca","usa","12: other nonprofit","2000 bunker rd","","","058448572"
"macdowell colony","60500","peterborough","011","hillsborough","03458","nh","","12: other nonprofit","100 high st","","","0739912420000"
"houston ballet foundation","35000","houston","201","harris","77002","tx","","12: other nonprofit","601 preston","","","0793949460000"
"kansas city ballet association","38000","kansas city","095","jackson","64108","mo","","12: other nonprofit","1616 broadway","","","1070970990000"
"shreveport regional arts council","70000","shreveport","017","caddo","71101","la","","12: other nonprofit","400 clyde fant parkway","","","9477963060000"
"indo-american arts council","51000","new york","005","bronx county","10128","ny","","12: other nonprofit","517 e 87th st","ste 1b","","1142538960000"
"st louis childrens hospital","65000","saint louis","510","st louis","63110","mo","usa","12: other nonprofit","one childrens pl","","","071995203"
"saint paul chamber orchestra society","58010","saint paul","137","ramsey","55102","mn","","12: other nonprofit","408 saint peter st","third floor","","0204965350000"
"opportunity development assn economic develop","","new york-kings","061","new york","10003","ny","usa","12: other nonprofit","41 heyward st","","","884979923"
"southern california asian american studies ce","44000","los angeles","037","los angeles","90012","ca","","12: other nonprofit","120 judge john aiso st","basement level","","1064559750000"
"evidence","10022","brooklyn","047","kings","11217","ny","","12: other nonprofit","80 hanson pl ste 605","","","1599922750000"
"ohio valley goodwill industries rehab ctr","15000","cincinnati","061","hamilton","45215","oh","","12: other nonprofit","10600 springfield pike","","","004868139"
"central or community action agency network","61200","redmond","017","deschutes","97756","or","usa","12: other nonprofit","1303 sw first st","","","167358571"
"christian blind mission","30850","greenville","450","greenville","29601","sc","usa","12: other nonprofit","450 e park avenue","petion-ville haiti","","790406334"
"salvation army harbor light center","65000","st louis","510","st louis city","63109","mo","","12: other nonprofit","1130 hampton ave","","","848367798"
"retina foundation of the sw","19000","dallas","113","dallas","75231","tx","usa","12: other nonprofit","9900 n central expressway num400","","","127069466"
"sanctuary forest","85204","whitethorn thorn","023","humboldt","95589","ca","","12: other nonprofit","p o box 166","315 shelter cove rd unit 4","","0413663730000"
"center conservation district","12855","center","109","saguache","81125","co","","12: other nonprofit","550 worth","","","1318452600000"
"seton hill child services","31200","greensburg","129","westmoreland","15601","pa","usa","12: other nonprofit","1011 old salem rd ste 109","","","077479376"
"howardville community betterment","33364","howardville","143","new madrid","63869","mo","usa","12: other nonprofit","102 e eddie ave","","","002122716"
"watershed management group","77000","tucson","019","pima","85733","az","usa","12: other nonprofit","po box 44205","","","143357726"
"somerville community action agency","62535","somerville","017","middlesex","02143","ma","usa","12: other nonprofit","66-70 union square num104","","","119768026"
"zeiterion theatre","45000","new bedford","005","bristol","02740","ma","","12: other nonprofit","684 purchase st","","","1772378310000"
"wallowa resources","23500","enterprise","063","wallowa","97828","or","usa","12: other nonprofit","401 ne 1st ste a","","","601876860"
"galveston-houston association for smog","35000","houston","201","harris","77003","tx","usa","12: other nonprofit","2409 commerce st ste a","","","825153666"
"society of municipal arborists","80788","watkinsville","219","oconee","30677","ga","usa","12: other nonprofit","society of municipal arborists","1200 simonton rd po box 641","","072188126"
"mississippi county arkansas econ opportunity","07330","blytheville","093","mississippi","72316","ar","usa","12: other nonprofit","po box 1289","","","110292984"
"boston symphony orchestra","07000","boston","025","suffolk county","02115","ma","","12: other nonprofit","301 massachusetts avenue","","","0017674410000"
"atlanta ballet","04000","atlanta","089","fulton","30318","ga","","12: other nonprofit","1695 marietta blvd nw","","","0724844390000"
"dance kaleidoscope","36000","indianapolis","097","marion","46208","in","","12: other nonprofit","4603 clarendon rd room num32","","","1215754760000"
"on the boards","63000","seattle","033","king","98109","wa","","12: other nonprofit","po box 19515","","","1028718940000"
"joffrey ballet","14000","chicago","031","cook","60601","il","","12: other nonprofit","10 e randolph st","","","8365912060000"
"trinity county","83794","weaverville","105","trinity","96093","ca","usa","12: other nonprofit","resource conservation & developmen","num3 horseshoe lane","","136722910"
"enzian theatre","42575","maitland","095","orange","32751","fl","","12: other nonprofit","1300 s orlando ave","","","1319589850000"
"mother & unborn baby care of long island","45986","massapequa","059","nassau","11758","ny","usa","12: other nonprofit","35 e willow st","","","783381494"
"garth fagan dance","63000","rochester","055","monroe","14604","ny","","12: other nonprofit","50 chestnut st","","","1366422530000"
"huntsville-madison county senior center","37000","huntsville","083","limestone","35805","al","","12: other nonprofit","2200 drake ave","","","128178498"
"archbold expeditions","74000","venus","055","highlands","33960","fl","usa","12: other nonprofit","123 main dr","","","010818920"
